Topic,Stance,Text,Source,Annotator
Vaccination,Neutral,"Islamists claim that the US's Central Intelligence Agency (CIA) organized a fake vaccination drive to help track down Osama bin Laden in the city of Abbottabad, where US forces later killed the al-Qaida leader in 2011.",krzana big,Marc
Vaccination,Against,It is a parental right to decide about vaccinations for a child,Perspectrum dataset,Marc
Vaccination,Neutral,"It is also important to stress that 93 percent of the MS cases in our study had not been vaccinated,” concluded Hernán.",krzana big,Marc
Vaccination,Favour,"It is not surprising that a sustained low incidence of infection, caused in large part by successful vaccination programs, makes the maintenance of high vaccination levels difficult, especially in the face of questioning or negative media attention.",,Marc
Vaccination,Against,"It says: ""Quite recently isolated cases of cerebral symptoms, suggesting encephalitis, following vaccination have been reported from Holland, Czechoslovakia, and Germany and from Switzerland there have been reported two cases of serious meningitis.",krzana big,Marc
Vaccination,Neutral,"It was once wrongly argued, for example, that inactivated polio vaccines protected only against paralysis and not against infection.",,Marc
Vaccination,Favour,It's a rare occasion that anything should go wrong with a vaccine.,Perspectrum dataset,Marc
Vaccination,Favour,"It’s another significant milepost on the road to what will likely become a record outbreak since vaccines led to the disease’s “elimination.” The number of people sickened by the highly contagious, occasionally deadly, disease climbed by 78 during the first week of April, as four more states reported their first cases of 2019.",,Marc
Vaccination,Against,Jeanee and Casey are in the process of filing a claim through the National Vaccine Injury Compensation Program (VICP).,krzana big,Marc
Vaccination,Favour,"Jenner's initial promise was ""We have a vaccine that will protect you for life with one injection.",krzana big,Marc
Vaccination,Favour,Kern said that the link between vaccinations and autism was debunked years ago.,krzana big,Marc
Vaccination,Favour,"know how to make this any damn clearer, but the Holocaust murdered Jews, and vaccines save the lives of Jews, atheists, Muslims, and Satanists.",krzana first week,Marc
Vaccination,Against,Krystle found her son Corbyn dead in his bed 14 hours after a flu vaccination.,krzana big,Marc
Vaccination,Favour,"Last month, NBC lead the charge to shame social media platforms to censor “misinformation about vaccines.",krzana big,Marc
Vaccination,Favour,"Last week, the NYC Health Department ordered all yeshivas and day care programs serving the Orthodox Jewish community to exclude all unvaccinated children or face possible closure.",krzana big,Marc
Vaccination,Against,"Later the same month, the government suffered a second major defeat when young Emily Moller from Houston won compensation following vaccine-related brain injury that, once again, involved MMR and resulted in autism.",krzana big,Marc
Vaccination,Favour,Lead researcher Dr Stefano Merler said that the UK and other countries would “strongly benefit” from compulsory vaccinations as it would help them reach herd immunity.,krzana big,Marc
Vaccination,Against,"Look no further back than 2009 during the flu pandemic hype, and we have the perfect example of a fabricated international orchestration of deception designed to get billions hooked on the fear bandwagon so that Big Pharma could sell millions of anti-virals and vaccines for a flu that was no more dangerous than the common cold.",krzana big,Marc
Vaccination,Against,Losses in confidence in vaccines and immunization programmes can lead to vaccine reluctance and refusal,,Marc
Vaccination,Favour,"Luckily, measles is also preventable through a safe, effective, and widely available vaccine"", Jennifer Herrera, Santa Cruz County's Director of Nursing.",krzana big,Marc
Vaccination,Favour,Madagascar hopes to roll out a free routine two-dose vaccination program this year.,krzana first week,Marc
Vaccination,Against,"Madyson was growing and developing normally until May 12, 2006, when she was given MMR, varicella zoster and Hib vaccines simultaneously during an office visit.",krzana big,Marc
Vaccination,Favour,Major medical organizations state that vaccines are safe.,Perspectrum dataset,Marc
Vaccination,Against,"Mandatory Measles Vaccination Violates NY State Law, CHD Challenges Legality. appeared first on Children's Health Defense.",krzana first week,Marc
Vaccination,Favour,Many Australians can get vaccinated against the flu for free thanks to the National Immunisation Program (NIP).,krzana first week,Marc
Vaccination,Neutral,Many vaccines begin as young as 6-weeks old and can continue until they reach an appropriate age.,,Marc
Vaccination,Against,Mass campaigns for eradication and containment are costly and require detailed planning.,,Marc
Vaccination,Favour,Mayor Cr Adrian Weston said council will begin administering flu shots from May to ensure vaccinations are most effective for the peak flu season.,krzana first week,Marc
Vaccination,Favour,Mayor de Blasio backed the Health Department’s ban on unvaccinated children attending schools in heavily Orthodox neighborhoods as the city battles its worst measles outbreak in years.,krzana first week,Marc
Vaccination,Favour,"Meanwhile, under the new GP contract, GPs will get an extra £5 for every child aged 10-11 they vaccinate with the MMR vaccine.",krzana big,Marc
Vaccination,Favour,"Measles alone killed 2.6 million people worldwide in 1980, a number reduced to 73,000 in 2014 due to global vaccination programs.",krzana first week,Marc
Vaccination,Favour,"Measles and mumps outbreaks among university students, and pertussis in adults, are among examples of the consequences of accumulation of susceptible individuals who have not been protected by vaccination, and escaped infection because of a herd immunity effect earlier in their lives [36].",,Marc
Vaccination,Favour,Measles vaccination rates are SO low however we are in danger of a deadly epidemic,,Marc
Vaccination,Favour,"Measles vaccination resulted in an 80% drop in measles deaths from 2000 to 2017 worldwide, the World Health Organization said.",krzana big,Marc
Vaccination,Against,Measles vaccines kill more children than the measles… and it’s not even close,http://www.thetruthseeker.co.uk/?p=187801,Marc
Vaccination,Favour,"Measles was declared eliminated in 2000, but this year’s outbreaks have been worsened by anti-vaccine advocates that spread misinformation among vulnerable groups.",krzana big,Marc
Vaccination,Favour,"Millions of animals are saved every single year when vaccinations take place, making it essential to get distemper, parvovirus and rabies pet vaccinations in Olathe, KS",,Marc
Vaccination,Favour,"MMR vaccine does not cause autism, even in those most at risk",soi evaluation,Marc
Vaccination,Neutral,More than a quarter of people surveyed in Ebola-hit areas of the Democratic Republic of Congo told researchers they do not believe the disease exists.,,Marc
Vaccination,Favour,"Moss states that while her daughter was too young for a vaccination, her infection could have been prevented ""if the protection layer of older kids above Alba had been vaccinated""",https://www.independent.co.uk/life-style/health-and-families/measles-photos-baby-girl-outbreak-mother-vaccinations-anti-vaxxers-facebook-a8875656.html?utm_source=dlvr.it&utm_medium=twitter,Marc
Vaccination,Neutral,"Most Arkansas children are on Medicaid, health insurance for low-income residents, and 16 of 75 Arkansas counties have only the local health department to turn to for vaccinations, she said.",krzana big,Marc
Vaccination,Favour,"Most autism researchers hold that the causes of autism are many and include genetic and environmental factors, but do not involve vaccines",,Marc
Vaccination,Favour,Most scientific and medical experts are satisfied that no connection exists between vaccines and autism and other neurodevelopmental disorders,,Marc
Vaccination,Favour,"Mozambique has concluded a successful six-day emergency cholera vaccination campaign that targeted around 900,000 people in four districts affected by Cyclone Idai.",krzana big,Marc
Vaccination,Favour,Mundine sparked outrage when he started sharing conspiracy theories about vaccinations on Wednesday,krzana first week,Marc
Vaccination,Favour,"Muranaka has written extensively about the safety of a vaccine against the human papillomavirus (HPV), a major cause of cervical and other cancers — despite experiencing attacks on her integrity, and even threats of violence.",krzana first week,Marc
Vaccination,Against,My daughter was in perfect health and then received 6 vaccinations and died a day and a half later.,krzana big,Marc
Vaccination,Against,"Naturally, she enjoyed the concept of the vaccine conspiracy also, choosing to not secure her one-year-old to stick it to huge pharma, ” _ Haliax _ composed in their post .",krzana big,Marc
Vaccination,Favour,New York City followed through on its threat to fine people who refused to get measles vaccines on Thursday.,krzana big,Marc
Vaccination,Favour,"New York City is now making measles vaccinations mandatory in parts of Brooklyn, with possible fines of $1,000 for people who resist.",,Marc
Vaccination,Favour,New York City's mayor said a legal action like the one that blocked Rockland County's ban will not hinder its mandatory vaccination policy.,krzana first week,Marc
Vaccination,Against,"New York Supreme Court Justice Rolf Thorsen halted the vaccination order, however, arguing that the county's order didn't meet the requirements for a disaster to required by law to make such an order.",krzana first week,Marc
Vaccination,Favour,"No association found between MMR vaccine and autism, even among children at higher risk",,Marc
Vaccination,Neutral,"Nosodes for human use are available for everything from smallpox to Anthrax, at either 30 or 200 dilution.",,Marc
Vaccination,Neutral,"Not all toxoids are for micro-organisms; for example, Crotalus atrox toxoid is used to vaccinate dogs against rattlesnake bites.",Wikipedia: vaccine,Marc
Vaccination,Favour,"Not waiting for a reply from Congress, the next day Washington issued unequivocal instructions to Shippen to begin mass variolation for smallpox.",,Marc
Vaccination,Against,"Now aged 23, she is a powerful voice warning of the dangers of HPV vaccination.",krzana first week,Marc
Vaccination,Favour,"Now, Hortez told The Washington Post last week, of the 15 counties with the most nonmedical vaccine exemptions, half are reporting measles cases.",,Marc
Vaccination,Favour,"Now, measles has been found in more than a third of U.S. states - up and down both coasts, and across the plains, the Midwest and the South - with most of the illnesses occurring in children.",,Marc
Vaccination,Favour,"Now, measles has been found in more than a third of U.S. states — up and down both coasts, across the plains, the Midwest and the South — with most of the illnesses occurring in children.",,Marc
Vaccination,Against,"Now, NBC has committed baldfaced fraud by photoshopping measles spots onto a stock picture of a baby as part of fearmongering propaganda campaign to promote Merck’s badly flawed vaccine.",krzana big,Marc
Vaccination,Against,"Nowadays the Allopaths great effort to vaccinate everyone, compulsory vaccination being the pinnacle of that, is mostly to hide embarrassing places like Leicester that would show up vaccination as ineffective and dangerous.",krzana first week,Marc
Vaccination,Against,"Of course when children die or are injured by vaccines in the United States, there is no media attention and public outcry like there was in Samoa.",krzana big,Marc
Vaccination,Neutral,"Of these, 11 followed ""type III vaccine"" and seven followed ""type I vaccine"".",krzana big,Marc
Vaccination,Neutral,"On Monday, Chinese state-run newspaper Global Times said the massacre had been a ""vaccination"" against future ""political turmoil"" in the country.",krzana big,Marc
Vaccination,Neutral,"On the ground: More than 80,000 people have been vaccinated, but the region where the outbreak occurred is a longtime conflict zone, with up to 100 armed groups as well as security forces posing a constant threat of violence.",krzana first week,Marc
Vaccination,Favour,"On the whole, vaccinations induce a net benefit to society.",Wikipedia: vaccination,Marc
Vaccination,Against,"Once fully indoctrinated, the masses will happily line up to be injected with the ""kill switch"" euthanasia vaccines that are engineered with biological weapons to depopulate the planet.",http://allnewspipeline.com/Make_No_Mistake_They_Want_Us_All_Dead.php,Marc
Vaccination,Against,"One doctor cited in the lawsuit argues the current Brooklyn measles cases are not “a clear and present danger to the public health” sufficient to require a mandatory vaccine order, while others express concerns the MMR vaccine could arguably be more dangerous than the actual measles infection.",krzana big,Marc
Vaccination,Favour,One dose of measles vaccine is 93% effective at preventing measles.,krzana first week,Marc
Vaccination,Against,"One flu shot victim litigated for 7 years before reaching a settlement, and one Gardasil HPV vaccine victim litigated for over 5 years before reaching a settlement, for example.",krzana big,Marc
Vaccination,Favour,"One of the new vaccines will help protect girls against cervical cancer, as the statistics in Vanuatu today are alarming.",krzana big,Marc
Vaccination,Favour,One study found that Facebook’s 2016 fake news ban led to a 75% drop in erroneous anti-vaccination messages.,krzana big,Marc
Vaccination,Against,Only in Japan has the government suspended the proactive recommendation of HPV vaccination because of reports of adverse effects.,krzana first week,Marc
Vaccination,Favour,"Owing to its innovative twenty-first-century fundraising and delivery model, it is one of our best assets in the fight against vaccine-preventable diseases.",krzana big,Marc
Vaccination,Against,Pages such as ‘Stop Mandatory Vaccination’ have 129K likes.,krzana first week,Marc
Vaccination,Neutral,Pam Long of Castle Rock is one of those who attended. She spoke about her 15-year-old son who suffers from a lifelong brain injury related to a rare adverse reaction to a vaccine when he was younger.,,Marc
Vaccination,Neutral,Pam Long of Castle Rock is one of those who attended. She spoke about her 15-year-old son who suffers from a lifelong brain injury related to a rare adverse reaction to a vaccine when he was younger.,brainiac eval,Marc
Vaccination,Against,Parents have the right to make the decision about vaccinations for their children.,Perspectrum dataset,Marc
Vaccination,Favour,"Parents in my clinic refuse vaccines out of fear for the health of their child, but their fear is misplaced",,Marc
Vaccination,Neutral,Pasteur adopted the name vaccine as a generic term in honour of Jenner's discovery.,Wikipedia: vaccination,Marc
Vaccination,Favour,Patient zero' of Michigan measles outbreak thought he was immune because he had it before,https://abcnews.go.com/US/patient-michigan-measles-outbreak-thought-immune-doctor/story?id=62455566,Marc
Vaccination,Against,People demanding studies and safety measures for vaccines held a second rally in several weeks Tuesday night.,krzana big,Marc
Vaccination,Favour,People were 167 times more likely to die from measles before the vaccine existed than to suffer severe reactions to the vaccine today.,krzana first week,Marc
Vaccination,Against,"People's bodies are there own, and they have the right to refuse to be vaccinated.",Perspectrum dataset,Marc
Vaccination,Favour,Pet vaccinations will prevent a dog from dying of an incurable disease like rabies.,,Marc
Vaccination,Against,"Pharma Co Has License Suspended as Vaccine Blamed For Sterilization of 500,000 Women & Children.",krzana big,Marc
Vaccination,Favour,Pregnant women who get the flu have far worse maternal outcomes.,,Marc
Vaccination,Neutral,"Professor Linda-Gail Bekker, a principal investigator at the HVTN and Director of the Desmond Tutu HIV Centre at the University of Cape Town, will deliver a talk on the search for an HIV vaccine.",krzana big,Marc
Vaccination,Favour,"Prominent Italian microbiologist, Roberto Burioni, warned against the dangers of not vaccinating children against highly-contagious diseases like chicken pox.",krzana first week,Marc
Vaccination,Neutral,"R-700 is a variation of the Ribi Adjuvant System, and a descendant of the Triple Mix or Tri-Mix squalene emulsion that Fort Detrick used in the original prototypes of the second generation anthrax vaccine.",krzana big,Marc
Vaccination,Favour,"Receiving three doses of the vaccine at the recommended ages of 12 to 13 was associated with “a profound reduction of cervical disease seven years later,”",,Marc
Vaccination,Favour,"Recent work has shown the biologic feasibility of such vaccines, and models have shown their potential contribution to reducing overall transmission in malaria-endemic communities.",,Marc
Vaccination,Favour,Refusal to vaccinate infringes upon the rights of the rest of the population,Perspectrum dataset,Marc
Vaccination,Favour,"Regular audits of cold chain logistics, staff training and improved processes for recording vaccine administration and wastage will decrease vaccine wastage during vaccine-preventable disease outbreaks and also benefit routine immunization activities.",,Marc
Vaccination,Favour,Religious exemptions for measles vacitations should be outlawed,https://twitter.com/NYDailyNews/status/1136945911123365888,Marc
Vaccination,Favour,Research demonstrates that using a presumptive approach—one that assumes that parents will choose to vaccinate—is associated with higher vaccine acceptance.,https://www.hhs.gov/blog/2019/04/19/clinicians-strengthening-your-hpv-vaccine-recommendation.html,Marc
Vaccination,Neutral,Results are presented as risks in control and vaccination groups and risk ratios (RR) with 95% confidence intervals in brackets.,krzana big,Marc
Vaccination,Against,"Rich, white and refusing vaccinations,” screamed one racially charged newspaper headline on Christmas Eve.",krzana big,Marc
Vaccination,Favour,"Routine HPV vaccination in Scotland has led to a dramatic drop in the cervical disease which can lead to cancer, new data reveals.",,Marc
Vaccination,Favour,"RTS,S is the best [vaccine] we have developed so far",krzana big,Marc
Vaccination,Neutral,"Russian trolls and sophisticated bots promote both pro- and anti-vaccine messages in an effort to promote political discord, the authors found.",,Marc
Vaccination,Favour,"Russian Twitter trolls have attempted to fuel the anti-vaccination debate in the U.S., posting about the issue far more than the average Twitter user last year, a study out of George Washington University has found",https://www.cbsnews.com/news/anti-vax-movement-russian-trolls-fueled-anti-vaccination-debate-in-us-by-spreading-misinformation-twitter-study/,Marc
Vaccination,Favour,San Francisco: Facebook has yet again come under critical observation in India after its instant messaging app WhatsApp with 300 million users in the country became a medium for the rapid spread of anti-vaccine misinformation.,krzana big,Marc
Vaccination,Favour,"Schools play an important role in community transmission of influenza viruses, and thus there has been discussion of slowing transmission either by closing schools or by vaccinating schoolchildren.",,Marc
Vaccination,Favour,Second-order infections are now turning up--patients who were exposed to infected Disneyland visitors but hadn't been to the park itself.,,Marc
Vaccination,Neutral,"Several recent clinical trials have aimed to deliver the vaccines via mucosal surfaces to be up-taken by the common mucosal immunity system, thus avoiding the need for injections.",Wikipedia: vaccination,Marc
Vaccination,Against,"She testified among other things that the diphtheria, tetanus and pertussis shot can cause neurological injury, the human papillomavirus vaccine kills two in every thousand children who receive it and contracting measles can help prevent cancer.",krzana first week,Marc
Vaccination,Against,She told the story of one family in which three sisters are suffering serious adverse effects after Gardasil vaccination.,krzana first week,Marc
Vaccination,Favour,"Simon Stevens, chief executive of NHS England, said: “Getting yourself and your children vaccinated against killer diseases is essential to staying healthy, and vaccine rejection is a serious and growing public health timebomb.",krzana big,Marc
Vaccination,Favour,"Since 1994, hundreds of communities across the United States have joined to celebrate the critical role vaccination plays in protecting our children, communities, and public health.",krzana big,Marc
Vaccination,Against,"Since 2010, Merck (manufacturers of the MMR) has been in a federal court case for lying about the efficacy of the mumps part of the vaccine.",krzana big,Marc
Vaccination,Favour,"Since then, measles cases, and measles deaths, have spiked around the world — including in Canada — because of gaps in immunization.",,Marc
Vaccination,Neutral,Single-dose influenza vaccines supplied in the UK do not list thiomersal (its UK name) in the ingredients.,Wikipedia: vaccine,Marc
Vaccination,Against,Six Month-Old Baby Dies Just Five Days after Receiving 13 Vaccines,https://www.globalresearch.ca/six-month-old-baby-dies-just-five-days-after-receiving-13-vaccines/5673353,Marc
Vaccination,Favour,"Smallpox doesn't exist anymore thanks to vaccines, and other diseases are on the ropes thanks to them.",Perspectrum dataset,Marc
Vaccination,Favour,smartphone-based applications might serve as an effective platform to educate and deliver important information about vaccination and immunization to a diverse population,,Marc
Vaccination,Favour,Society sees economic gains through vaccinations.,Perspectrum dataset,Marc
Vaccination,Favour,"Some 285 measles cases have been identified in New York City since last fall, compared with two in all of 2017. There have been 168 cases reported in Rockland since the fall.",,Marc
Vaccination,Neutral,"Some examples are ""DTaP"" for diphtheria and tetanus toxoids and acellular pertussis vaccine, ""DT"" for diphtheria and tetanus toxoids, and ""Td"" for tetanus and diphtheria toxoids.",Wikipedia: vaccine,Marc
Vaccination,Neutral,Some individuals may be allergic to ingredients in the vaccine.,Wikipedia: vaccine,Marc
Vaccination,Against,"Some Islamist militants oppose the polio vaccination, saying it is a Western conspiracy to sterilise Muslims.",,Marc
Vaccination,Against,Some of their claims have some ground since vaccine now comes in packets of 5 or 6 vaccines combined which is a great stress for young organism and can impact some.,,Marc
Vaccination,Against,Some people find immoral ingredients in vaccines.,Perspectrum dataset,Marc
Vaccination,Favour,"Some people have had concerns that ASD might be linked to the vaccines children receive, but studies have shown that there is no link between receiving vaccines and developing ASD.",,Marc
Vaccination,Neutral,"Some vaccines contain inactivated, but previously virulent, micro-organisms that have been destroyed with chemicals, heat, or radiation.",Wikipedia: vaccine,Marc
Vaccination,Neutral,"Some vaccines contain live, attenuated microorganisms.",Wikipedia: vaccine,Marc
Vaccination,Neutral,Some vaccines have much higher ROI values than others.,Wikipedia: vaccination,Marc
Vaccination,Against,"Some years, the CDC has admitted giving a vaccine with no proven efficacy.",krzana big,Marc
Vaccination,Favour,"Sometimes infection later in life causes more serious disease, a particular problem with rubella, which has its most severe consequences in the first trimester of pregnancy.",,Marc
Vaccination,Favour,state law requires colorado students to be vaccinated against certain diseases such as measles and mumps,,Marc
Vaccination,Neutral,Subunit vaccine is being used for plague immunization.,Wikipedia: vaccine,Marc
Vaccination,Favour,"Such examples illustrate how the direct effect of immunity (ie, successful vaccination) in reducing infection or infectiousness in certain individuals can decrease the risk of infection among those who remain susceptible in the population.",,Marc
Vaccination,Against,"Sweden has banned mandatory vaccinations, citing “serious health concerns” and the fact they violate a citizen’s constitutional rights to choose their own healthcare.",,Marc
Vaccination,Neutral,"T-cell receptor peptide vaccines are under development for several diseases using models of Valley Fever, stomatitis, and atopic dermatitis.",Wikipedia: vaccine,Marc
Vaccination,Against,tech giants are now banning vaccine truth information by labeling it “misinformation” in exactly the same way they ban conservative content by labeling it “hate speech.”,https://www.naturalnews.com/2019-03-08-facebook-bans-all-content-on-vaccine-awareness.html,Marc
Vaccination,Favour,"thanks to a highly effective vaccination program in the United States, as well as better measles control in the Americas region,” the CDC reported.",krzana big,Marc
Vaccination,Favour,"Thanks to a thorough vaccination program, there have been no more cases of dangerous polio (the only mandatory vaccine) in Belgium since 1970.",krzana big,Marc
Vaccination,Neutral,That is what Congress named the Institute of Medicine to be the ultimate authority on vaccines safety.,krzana big,Marc
Vaccination,Neutral,That report identified the 18 states that allowed parents to opt out of school immunization requirements for reasons of religion or philosophy.,,Marc
Vaccination,Favour,"That's why, even as Yemen's civil war drags into its fourth year, health care professionals there are working valiantly to ensure that children across the nation are vaccinated.",krzana big,Marc
Vaccination,Favour,That’s why people who can use the advanced technology afforded us by science such as smart phones and the internet become magical thinking troglodytes when it comes to vaccines.,,Marc
Vaccination,Against,The ‘anti-vaxxer’ movement has moved beyond vaccinating children and seeped into the realm of pet vaccines,,Marc
Vaccination,Against,"The AAP claims that vaccines are “safe”, but most of the studies they include only address one very specific condition: autism.",,Marc
Vaccination,Neutral,The Act created a federal vaccine injury compensation program (VICP) alternative to a vaccine injury lawsuit against drug companies.,krzana big,Marc
Vaccination,Neutral,The administration of vaccines is called vaccination.,Wikipedia: vaccine,Marc
Vaccination,Favour,"The Americas have been free of wild polio virus circulation for almost 20 years, though the thresholds for herd immunity have proved more elusive in parts of Asia and Africa.",,Marc
Vaccination,Against,The Andrews Committee reported 62 cases of post-vaccinal encephalitis with 36 deaths—40 females and 22 males; average age 10 1/2 years.,krzana big,Marc
Vaccination,Favour,"The anti-vaccination movement began among small groups of people in the world’s wealthiest nations, most of whom had never seen childhood diseases because immunization had been so successful.",soi evaluation,Marc
Vaccination,Against,"The Army said two civilian medical panels that looked into the case agreed that the death was ''probably'' or ''possibly'' an adverse reaction to vaccines, though they did not single out one.",,Marc
Vaccination,Against,"The article ""identified one faith, with approximately 12,000 members, that has a tenet explicitly rejecting injections or vaccines of any kind.",krzana first week,Marc
Vaccination,Against,"The article, despite any possible value in the new infant therapy, is just a public relations piece that diverts attention from the real autism story that is going on now – a CDC  (Centers for Disease Control) whistleblower has declared the CDC knowingly covered up raw data to hide the correlation between childhood vaccines and autism.",,Marc
Vaccination,Neutral,The AusVaxSafety active vaccine safety surveillance system monitors the safety of vaccines in Australia.,krzana big,Marc
Vaccination,Against,The book challenges the mainstream view of HPV vaccination and uncovers disturbing truths about the dangers and inefficacy of the Gardasil and Cervarix vaccines.,krzana first week,Marc
Vaccination,Neutral,"The Catholic Church struggled and acquired several vials of the vaccine, which we sent to Four unrelated Government and private laboratories in Kenya and abroad.",krzana big,Marc
Vaccination,Neutral,"The CDC and AAP have statements on their websites reassuring parents that multiple vaccines in one visit are perfectly safe, and here’s a leading autism doctor saying the opposite.",krzana big,Marc
Vaccination,Favour,The CDC recommends that all children get two doses of measles vaccine.,krzana big,Marc
Vaccination,Against,The CDC's website still promulgates a blatant untruth that the Salk vaccine was a modern medical success.,krzana big,Marc
Vaccination,Favour,the Centre for Health Protection (CHP) in Hong Kong has made a call to encourage domestic helpers to receive the MMR vaccination.,,Marc
Vaccination,Against,"The chances of getting an autoimmune disease from Gardasil, even if the vaccine works, are 1,000 times greater than the chances of being saved from a cervical cancer death.",krzana big,Marc
Vaccination,Against,The Chinese press reported that the Haffkine vaccine had killed some Indians and that a few Chinatown residents who accepted it had fallen ill.,krzana first week,Marc
Vaccination,Against,"The city’s targeted vaccination mandate “fail[s] to use the least restrictive means that would likely control measles yet balance the rights to individual autonomy, informed consent and free exercise of religion,” the parents allege",https://www.jewishpress.com/news/us-news/ny/williamsburg-parents-sue-nyc-over-vaccination-mandate-judge-sides-with-city/2019/04/17/,Marc
Vaccination,Favour,"The claim that “vaccines cause autism” was first made by Andrew Wakefield’s now-retractedstudy in The Lancet, published in 1998.",,Marc
Vaccination,Neutral,The commissioner's order originally stated the 11221 zip code was required to get the vaccine but changed it to 11211.,krzana big,Marc
Vaccination,Neutral,"The company’s first partnership with CEPI, announced in March 2018, provided up to US$37 million in funding to support vaccine development and manufacturing for Lassa fever and MERS.",krzana big,Marc
Vaccination,Neutral,The concern over pets developing autism from vaccines appears to be the latest issue within the anti-vaxxer movement.,,Marc
Vaccination,Against,"The court found that Bailey’s family proved that the MMR vaccine had caused a brain inflammation illness known as ADEM, which lead to his autism:",krzana big,Marc
Vaccination,Against,"The data, when properly analyzed, using the CDC’s own study protocol, show a strong, statistically significant relationship between the timing of the first MMR vaccine and autism, specifically in African American males.",,Marc
Vaccination,Against,The Department of Justice attorneys learned that Dr. Zimmerman believed Hannah Poling’s autism had indeed been caused by her vaccines.,krzana big,Marc
Vaccination,Favour,The disease can be easily prevented with two doses of a safe and efficient vaccine that has been in use since the 1960s’.,krzana first week,Marc
Vaccination,Favour,The dog has to be vaccinated for rabies as early as 12 weeks to 24 weeks and post that every year they need to undergo a rabies vaccination schedule,,Marc
Vaccination,Favour,The EAHP said it wanted all European institutions to tackle the growing problem of vaccine shortages,krzana first week,Marc
Vaccination,Neutral,The earliest documented examples of vaccination are from India and China in the 17th century,Wikipedia: vaccination,Marc
Vaccination,Favour,The effectiveness of vaccination has been widely studied and verified.,Wikipedia: vaccination,Marc
Vaccination,Neutral,The efficacy or performance of the vaccine is dependent on a number of factors.,Wikipedia: vaccine,Marc
Vaccination,Favour,The European Association of Hospital Pharmacists (EAHP) has pledged its support for EU plans to improve vaccination coverage and tackle ‘vaccine hesitancy’.,,Marc
Vaccination,Favour,The existence of a Russian disinformation campaign that could make Americans hesitant to vaccinate their children highlights something important about the Kremlin’s information war on the United States.,krzana first week,Marc
Vaccination,Neutral,"The Fair Trade Commission (FTC) said Thursday that it fined Korea Vaccine, which exclusively imported Bacillus Calmette-Guerin (BCG) vaccines from 2015 to 2018, 990 million won ($832,800) for violating fair trade laws on unfair control of supply.",krzana big,Marc
Vaccination,Favour,The federal Centers for Disease Control and Prevention (CDC) recommends that adults age 50 or older should get the new shingles vaccine.,krzana big,Marc
Vaccination,Against,"The goal of mandatory vaccine policies is to train the population to embrace ""automatic compliance"" with all government-mandated immunizations.",http://allnewspipeline.com/Make_No_Mistake_They_Want_Us_All_Dead.php,Marc
Vaccination,Favour,"The growth of antivaccine sentiment in many societies is a complicated issue, whether based on religious views, libertarian philosophies, or frank misinformation (of which there is an increasing amount, readily available on the Web).",,Marc
Vaccination,Favour,"The head of Sanofi Pasteur tells Scrip more countries need to emulate the UK’s relatively high flu vaccination level, and expresses worries over China’s very low coverage.",krzana big,Marc
Vaccination,Neutral,The HPV vaccination was first approved in 2006 for preventing cervical cancer.,krzana first week,Marc
Vaccination,Favour,"The HPV vaccine can protect against several types of cancer caused by the human papillomavirus (HPV), including cervical cancer, anal cancer, penile cancer, throat/tonsil cancer, vaginal cancer and vulvar cancer.",krzana first week,Marc
Vaccination,Neutral,The immunization was called vaccination because it was derived from a virus affecting cows (Latin: vacca 'cow'),Wikipedia: vaccination,Marc
Vaccination,Favour,The impacts of unvaccinated populations stain the financial resources of the healthcare system.,Perspectrum dataset,Marc
Vaccination,Favour,The ingredients in vaccines are safe in the amounts used.,Perspectrum dataset,Marc
Vaccination,Against,"The Japanese are vaccine sceptics, to put it simply, and due to adverse reactions suffered by Japanese children, have banned many vaccines.",krzana big,Marc
Vaccination,Against,"The Japanese government banned the measles, mumps, and rubella vaccine from its vaccination program in 1993, after a record number of children developed adverse reactions, including meningitis, loss of limbs, and death.",krzana big,Marc
Vaccination,Against,"The Lancet for October 9, 1926, states that in Holland, during the period from January 1, 1924, to July 1, 1925: ""35 cases, of which 15 were fatal, occurred of Encephalitis following vaccination after an interval of 10 to 30 days,"" had elapsed.",krzana big,Marc
Vaccination,Neutral,The live attenuated vaccine containing strain Yersinia pestis EV is used for plague immunization.,Wikipedia: vaccine,Marc
Vaccination,Neutral,"The live Mycobacterium tuberculosis vaccine developed by Calmette and Guérin is not made of a contagious strain but contains a virulently modified strain called ""BCG"" used to elicit an immune response to the vaccine.",Wikipedia: vaccine,Marc
Vaccination,Favour,The MAFP is partnering with the Minnesota Department of Health (MDH) to help you improve your HPV vaccination rates and prevent cancer in Minnesota.,krzana big,Marc
Vaccination,Neutral,"The magnitude of the indirect effect of vaccine-derived immunity is a function of the transmissibility of the infectious agent, the nature of the immunity induced by the vaccine, the pattern of mixing and infection transmission in populations, and the distribution of the vaccine—and, more importantly, of immunity—in the population.",,Marc
Vaccination,Favour,"The mayor’s personal call today to highlight the health emergency going on, will definitely help persuade the hold outs to vaccinate their children, and we hope and pray that this outbreak should end soon,” said the United Jewish Organizations' statement.",krzana first week,Marc
Vaccination,Favour,"the New York City Health Commissioner on April 9, 2019 has imposed an emergency forced vaccination order, requiring ALL people living in four Brooklyn zip codes to receive the MMR vaccine",,Marc
Vaccination,Against,The New York Civil Liberties Union said Tuesday that a city emergency order designed to stem a measles outbreak is illegal because it includes “forced vaccination.,krzana first week,Marc
